Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Notes
Sun Jan 10 2016,6:00 pm,Boston Celtics,98,Memphis Grizzlies,101,Box Score,,
Sun Jan 10 2016,5:00 pm,Dallas Mavericks,93,Minnesota Timberwolves,87,Box Score,,
Sun Jan 10 2016,7:30 pm,Milwaukee Bucks,88,New York Knicks,100,Box Score,,
Sun Jan 10 2016,6:00 pm,Cleveland Cavaliers,95,Philadelphia 76ers,85,Box Score,,
Sun Jan 10 2016,9:00 pm,Oklahoma City Thunder,110,Portland Trail Blazers,115,Box Score,,
Mon Jan 11 2016,7:30 pm,San Antonio Spurs,106,Brooklyn Nets,79,Box Score,,
Mon Jan 11 2016,8:00 pm,Washington Wizards,114,Chicago Bulls,100,Box Score,,
Mon Jan 11 2016,10:30 pm,Miami Heat,103,Golden State Warriors,111,Box Score,,
Tue Jan 12 2016,8:30 pm,Cleveland Cavaliers,110,Dallas Mavericks,107,Box Score,OT,
Tue Jan 12 2016,7:30 pm,San Antonio Spurs,109,Detroit Pistons,99,Box Score,,
Tue Jan 12 2016,7:00 pm,Phoenix Suns,97,Indiana Pacers,116,Box Score,,
Tue Jan 12 2016,10:30 pm,New Orleans Pelicans,91,Los Angeles Lakers,95,Box Score,,
Tue Jan 12 2016,8:00 pm,Houston Rockets,107,Memphis Grizzlies,91,Box Score,,
Tue Jan 12 2016,8:00 pm,Chicago Bulls,101,Milwaukee Bucks,106,Box Score,,
Tue Jan 12 2016,8:00 pm,Oklahoma City Thunder,101,Minnesota Timberwolves,96,Box Score,,
Tue Jan 12 2016,7:30 pm,Boston Celtics,114,New York Knicks,120,Box Score,,
Wed Jan 13 2016,8:00 pm,Indiana Pacers,94,Boston Celtics,103,Box Score,,
Wed Jan 13 2016,7:30 pm,New York Knicks,104,Brooklyn Nets,110,Box Score,,
Wed Jan 13 2016,7:00 pm,Atlanta Hawks,84,Charlotte Hornets,107,Box Score,,
Wed Jan 13 2016,9:00 pm,Golden State Warriors,110,Denver Nuggets,112,Box Score,,
Wed Jan 13 2016,8:00 pm,Minnesota Timberwolves,104,Houston Rockets,107,Box Score,,
Wed Jan 13 2016,10:30 pm,Miami Heat,90,Los Angeles Clippers,104,Box Score,,
Wed Jan 13 2016,8:00 pm,Dallas Mavericks,89,Oklahoma City Thunder,108,Box Score,,
Wed Jan 13 2016,10:00 pm,Utah Jazz,85,Portland Trail Blazers,99,Box Score,,
Wed Jan 13 2016,10:00 pm,New Orleans Pelicans,109,Sacramento Kings,97,Box Score,,
Wed Jan 13 2016,7:00 pm,Milwaukee Bucks,101,Washington Wizards,106,Box Score,,
Thu Jan 14 2016,10:30 pm,Los Angeles Lakers,98,Golden State Warriors,116,Box Score,,
Thu Jan 14 2016,8:00 pm,Detroit Pistons,101,Memphis Grizzlies,103,Box Score,,
Thu Jan 14 2016,3:00 pm,Toronto Raptors,106,Orlando Magic,103,Box Score,OT,at London England
Thu Jan 14 2016,7:00 pm,Chicago Bulls,115,Philadelphia 76ers,111,Box Score,OT,
Thu Jan 14 2016,8:00 pm,Cleveland Cavaliers,95,San Antonio Spurs,99,Box Score,,
Thu Jan 14 2016,9:00 pm,Sacramento Kings,103,Utah Jazz,101,Box Score,,
Fri Jan 15 2016,7:30 pm,Phoenix Suns,103,Boston Celtics,117,Box Score,,
Fri Jan 15 2016,7:30 pm,Portland Trail Blazers,116,Brooklyn Nets,104,Box Score,,
Fri Jan 15 2016,8:00 pm,Dallas Mavericks,83,Chicago Bulls,77,Box Score,,
Fri Jan 15 2016,9:00 pm,Miami Heat,98,Denver Nuggets,95,Box Score,,
Fri Jan 15 2016,9:30 pm,Cleveland Cavaliers,91,Houston Rockets,77,Box Score,,
Fri Jan 15 2016,7:00 pm,Washington Wizards,118,Indiana Pacers,104,Box Score,,
Fri Jan 15 2016,8:00 pm,Atlanta Hawks,101,Milwaukee Bucks,108,Box Score,OT,
Fri Jan 15 2016,8:00 pm,Charlotte Hornets,107,New Orleans Pelicans,109,Box Score,,
Fri Jan 15 2016,7:00 pm,Minnesota Timberwolves,93,Oklahoma City Thunder,113,Box Score,,
Sat Jan 16 2016,7:30 pm,Brooklyn Nets,86,Atlanta Hawks,114,Box Score,,
Sat Jan 16 2016,7:00 pm,Milwaukee Bucks,105,Charlotte Hornets,92,Box Score,,
Sat Jan 16 2016,7:30 pm,Golden State Warriors,95,Detroit Pistons,113,Box Score,,
Sat Jan 16 2016,10:30 pm,Sacramento Kings,110,Los Angeles Clippers,103,Box Score,,
Sat Jan 16 2016,8:00 pm,New York Knicks,95,Memphis Grizzlies,103,Box Score,,
Sat Jan 16 2016,7:30 pm,Portland Trail Blazers,89,Philadelphia 76ers,114,Box Score,,
Sat Jan 16 2016,9:00 pm,Los Angeles Lakers,82,Utah Jazz,109,Box Score,,
Sat Jan 16 2016,7:30 pm,Boston Celtics,119,Washington Wizards,117,Box Score,,
Sun Jan 17 2016,8:00 pm,Indiana Pacers,126,Denver Nuggets,129,Box Score,,
Sun Jan 17 2016,9:30 pm,Houston Rockets,112,Los Angeles Lakers,95,Box Score,,
Sun Jan 17 2016,3:30 pm,Phoenix Suns,87,Minnesota Timberwolves,117,Box Score,,
Sun Jan 17 2016,7:00 pm,Miami Heat,74,Oklahoma City Thunder,99,Box Score,,
Sun Jan 17 2016,7:00 pm,Dallas Mavericks,83,San Antonio Spurs,112,Box Score,,
Mon Jan 18 2016,5:00 pm,Orlando Magic,81,Atlanta Hawks,98,Box Score,,
Mon Jan 18 2016,2:00 pm,Utah Jazz,119,Charlotte Hornets,124,Box Score,2OT,
Mon Jan 18 2016,8:00 pm,Golden State Warriors,132,Cleveland Cavaliers,98,Box Score,,
Mon Jan 18 2016,8:30 pm,Boston Celtics,113,Dallas Mavericks,118,Box Score,OT,
Mon Jan 18 2016,3:30 pm,Chicago Bulls,111,Detroit Pistons,101,Box Score,,
Mon Jan 18 2016,10:30 pm,Houston Rockets,132,Los Angeles Clippers,140,Box Score,OT,
Mon Jan 18 2016,2:30 pm,New Orleans Pelicans,99,Memphis Grizzlies,101,Box Score,,
Mon Jan 18 2016,1:00 pm,Philadelphia 76ers,113,New York Knicks,119,Box Score,2OT,
Mon Jan 18 2016,7:30 pm,Brooklyn Nets,100,Toronto Raptors,112,Box Score,,
Mon Jan 18 2016,2:00 pm,Portland Trail Blazers,108,Washington Wizards,98,Box Score,,
Tue Jan 19 2016,9:00 pm,Oklahoma City Thunder,110,Denver Nuggets,104,Box Score,,
Tue Jan 19 2016,7:30 pm,Milwaukee Bucks,91,Miami Heat,79,Box Score,,
Tue Jan 19 2016,8:00 pm,Minnesota Timberwolves,99,New Orleans Pelicans,114,Box Score,,
Tue Jan 19 2016,9:00 pm,Indiana Pacers,97,Phoenix Suns,94,Box Score,,
Wed Jan 20 2016,7:30 pm,Cleveland Cavaliers,91,Brooklyn Nets,78,Box Score,,
Wed Jan 20 2016,8:00 pm,Golden State Warriors,125,Chicago Bulls,94,Box Score,,
Wed Jan 20 2016,8:30 pm,Minnesota Timberwolves,94,Dallas Mavericks,106,Box Score,OT,
Wed Jan 20 2016,8:00 pm,Detroit Pistons,123,Houston Rockets,114,Box Score,,
Wed Jan 20 2016,10:30 pm,Sacramento Kings,112,Los Angeles Lakers,93,Box Score,,
Wed Jan 20 2016,7:30 pm,Utah Jazz,111,New York Knicks,118,Box Score,OT,
Wed Jan 20 2016,8:00 pm,Charlotte Hornets,95,Oklahoma City Thunder,109,Box Score,,
Wed Jan 20 2016,7:00 pm,Philadelphia 76ers,96,Orlando Magic,87,Box Score,,
Wed Jan 20 2016,10:30 pm,Atlanta Hawks,104,Portland Trail Blazers,98,Box Score,,
Wed Jan 20 2016,7:30 pm,Boston Celtics,109,Toronto Raptors,115,Box Score,,
Wed Jan 20 2016,7:00 pm,Miami Heat,87,Washington Wizards,106,Box Score,,
Thu Jan 21 2016,8:00 pm,Los Angeles Clippers,102,Cleveland Cavaliers,115,Box Score,,
Thu Jan 21 2016,9:00 pm,Memphis Grizzlies,102,Denver Nuggets,101,Box Score,,
Thu Jan 21 2016,8:00 pm,Detroit Pistons,99,New Orleans Pelicans,115,Box Score,,
Thu Jan 21 2016,10:30 pm,San Antonio Spurs,117,Phoenix Suns,89,Box Score,,
Thu Jan 21 2016,10:00 pm,Atlanta Hawks,88,Sacramento Kings,91,Box Score,,
Fri Jan 22 2016,7:30 pm,Chicago Bulls,101,Boston Celtics,110,Box Score,,
Fri Jan 22 2016,7:30 pm,Utah Jazz,108,Brooklyn Nets,86,Box Score,,
Fri Jan 22 2016,8:30 pm,Oklahoma City Thunder,109,Dallas Mavericks,106,Box Score,,
Fri Jan 22 2016,10:30 pm,Indiana Pacers,110,Golden State Warriors,122,Box Score,,
Fri Jan 22 2016,8:00 pm,Milwaukee Bucks,98,Houston Rockets,102,Box Score,,
Fri Jan 22 2016,10:30 pm,San Antonio Spurs,108,Los Angeles Lakers,95,Box Score,,
Fri Jan 22 2016,7:30 pm,Los Angeles Clippers,116,New York Knicks,88,Box Score,,
Fri Jan 22 2016,7:00 pm,Charlotte Hornets,120,Orlando Magic,116,Box Score,OT,
Fri Jan 22 2016,8:00 pm,Miami Heat,81,Toronto Raptors,101,Box Score,,
Sat Jan 23 2016,7:00 pm,New York Knicks,84,Charlotte Hornets,97,Box Score,,
Sat Jan 23 2016,8:30 pm,Chicago Bulls,96,Cleveland Cavaliers,83,Box Score,,
Sat Jan 23 2016,9:30 pm,Detroit Pistons,101,Denver Nuggets,104,Box Score,,
Sat Jan 23 2016,8:00 pm,Memphis Grizzlies,101,Minnesota Timberwolves,106,Box Score,,
Sat Jan 23 2016,7:00 pm,Milwaukee Bucks,99,New Orleans Pelicans,116,Box Score,,
Sat Jan 23 2016,9:00 pm,Atlanta Hawks,95,Phoenix Suns,98,Box Score,,
Sat Jan 23 2016,10:30 pm,Los Angeles Lakers,103,Portland Trail Blazers,121,Box Score,,
Sat Jan 23 2016,10:30 pm,Indiana Pacers,97,Sacramento Kings,108,Box Score,,
Sun Jan 24 2016,7:30 pm,Oklahoma City Thunder,106,Brooklyn Nets,116,Box Score,,
Sun Jan 24 2016,3:30 pm,Dallas Mavericks,104,Houston Rockets,115,Box Score,,
Sun Jan 24 2016,7:00 pm,Boston Celtics,112,Philadelphia 76ers,92,Box Score,,
Sun Jan 24 2016,6:00 pm,Los Angeles Clippers,94,Toronto Raptors,112,Box Score,,
Mon Jan 25 2016,8:00 pm,Miami Heat,89,Chicago Bulls,84,Box Score,,
Mon Jan 25 2016,7:00 pm,Minnesota Timberwolves,107,Cleveland Cavaliers,114,Box Score,,
Mon Jan 25 2016,9:00 pm,Atlanta Hawks,119,Denver Nuggets,105,Box Score,,
Mon Jan 25 2016,10:30 pm,San Antonio Spurs,90,Golden State Warriors,120,Box Score,,
Mon Jan 25 2016,8:00 pm,Orlando Magic,102,Memphis Grizzlies,108,Box Score,OT,
Mon Jan 25 2016,8:00 pm,Houston Rockets,112,New Orleans Pelicans,111,Box Score,,
Mon Jan 25 2016,10:00 pm,Charlotte Hornets,129,Sacramento Kings,128,Box Score,2OT,
Mon Jan 25 2016,9:00 pm,Detroit Pistons,95,Utah Jazz,92,Box Score,,
Mon Jan 25 2016,7:00 pm,Boston Celtics,116,Washington Wizards,91,Box Score,,
Tue Jan 26 2016,7:30 pm,Miami Heat,102,Brooklyn Nets,98,Box Score,,
Tue Jan 26 2016,7:00 pm,Los Angeles Clippers,91,Indiana Pacers,89,Box Score,,
Tue Jan 26 2016,10:30 pm,Dallas Mavericks,92,Los Angeles Lakers,90,Box Score,,
Tue Jan 26 2016,8:00 pm,Orlando Magic,100,Milwaukee Bucks,107,Box Score,,
Tue Jan 26 2016,7:30 pm,Oklahoma City Thunder,128,New York Knicks,122,Box Score,OT,
Tue Jan 26 2016,7:00 pm,Phoenix Suns,103,Philadelphia 76ers,113,Box Score,,
Tue Jan 26 2016,10:00 pm,Sacramento Kings,97,Portland Trail Blazers,112,Box Score,,
Tue Jan 26 2016,7:30 pm,Washington Wizards,89,Toronto Raptors,106,Box Score,,
Wed Jan 27 2016,8:00 pm,Los Angeles Clippers,85,Atlanta Hawks,83,Box Score,,
Wed Jan 27 2016,7:30 pm,Denver Nuggets,103,Boston Celtics,111,Box Score,,
Wed Jan 27 2016,7:00 pm,Phoenix Suns,93,Cleveland Cavaliers,115,Box Score,,
Wed Jan 27 2016,7:30 pm,Philadelphia 76ers,97,Detroit Pistons,110,Box Score,,
Wed Jan 27 2016,10:30 pm,Dallas Mavericks,107,Golden State Warriors,127,Box Score,,
Wed Jan 27 2016,8:00 pm,Oklahoma City Thunder,126,Minnesota Timberwolves,123,Box Score,,
Wed Jan 27 2016,8:00 pm,Houston Rockets,99,San Antonio Spurs,130,Box Score,,
Wed Jan 27 2016,9:00 pm,Charlotte Hornets,73,Utah Jazz,102,Box Score,,
Thu Jan 28 2016,7:00 pm,Atlanta Hawks,92,Indiana Pacers,111,Box Score,,
Thu Jan 28 2016,10:30 pm,Chicago Bulls,114,Los Angeles Lakers,91,Box Score,,
Thu Jan 28 2016,8:00 pm,Milwaukee Bucks,83,Memphis Grizzlies,103,Box Score,,
Thu Jan 28 2016,8:00 pm,Sacramento Kings,105,New Orleans Pelicans,114,Box Score,,
Thu Jan 28 2016,8:00 pm,New York Knicks,93,Toronto Raptors,103,Box Score,,
Thu Jan 28 2016,7:00 pm,Denver Nuggets,117,Washington Wizards,113,Box Score,,
Fri Jan 29 2016,7:30 pm,Orlando Magic,94,Boston Celtics,113,Box Score,,
Fri Jan 29 2016,8:30 pm,Brooklyn Nets,79,Dallas Mavericks,91,Box Score,,
Fri Jan 29 2016,7:30 pm,Cleveland Cavaliers,114,Detroit Pistons,106,Box Score,,
Fri Jan 29 2016,10:30 pm,Los Angeles Lakers,93,Los Angeles Clippers,105,Box Score,,
Fri Jan 29 2016,8:00 pm,Miami Heat,107,Milwaukee Bucks,103,Box Score,,
Fri Jan 29 2016,7:30 pm,Phoenix Suns,84,New York Knicks,102,Box Score,,
Fri Jan 29 2016,8:00 pm,Houston Rockets,108,Oklahoma City Thunder,116,Box Score,,
Fri Jan 29 2016,10:00 pm,Charlotte Hornets,91,Portland Trail Blazers,109,Box Score,,
Fri Jan 29 2016,9:00 pm,Minnesota Timberwolves,90,Utah Jazz,103,Box Score,,
Sat Jan 30 2016,8:30 pm,San Antonio Spurs,103,Cleveland Cavaliers,117,Box Score,,
Sat Jan 30 2016,8:00 pm,Washington Wizards,123,Houston Rockets,122,Box Score,,
Sat Jan 30 2016,7:00 pm,Denver Nuggets,105,Indiana Pacers,109,Box Score,OT,
Sat Jan 30 2016,8:00 pm,Sacramento Kings,117,Memphis Grizzlies,121,Box Score,,
Sat Jan 30 2016,7:00 pm,Brooklyn Nets,103,New Orleans Pelicans,105,Box Score,,
Sat Jan 30 2016,5:00 pm,Golden State Warriors,108,Philadelphia 76ers,105,Box Score,,
Sat Jan 30 2016,6:30 pm,Detroit Pistons,107,Toronto Raptors,111,Box Score,,
Sun Jan 31 2016,7:00 pm,Phoenix Suns,78,Dallas Mavericks,91,Box Score,,
Sun Jan 31 2016,3:30 pm,Chicago Bulls,93,Los Angeles Clippers,120,Box Score,,
Sun Jan 31 2016,9:30 pm,Charlotte Hornets,101,Los Angeles Lakers,82,Box Score,,
Sun Jan 31 2016,6:00 pm,Atlanta Hawks,87,Miami Heat,105,Box Score,,
Sun Jan 31 2016,7:30 pm,Golden State Warriors,116,New York Knicks,95,Box Score,,
Sun Jan 31 2016,6:00 pm,Boston Celtics,114,Orlando Magic,119,Box Score,,
Sun Jan 31 2016,9:00 pm,Minnesota Timberwolves,93,Portland Trail Blazers,96,Box Score,,
Mon Feb 1 2016,8:00 pm,Dallas Mavericks,97,Atlanta Hawks,112,Box Score,,
Mon Feb 1 2016,7:30 pm,Detroit Pistons,105,Brooklyn Nets,100,Box Score,,
Mon Feb 1 2016,9:00 pm,Toronto Raptors,93,Denver Nuggets,112,Box Score,,
Mon Feb 1 2016,7:00 pm,Cleveland Cavaliers,111,Indiana Pacers,106,Box Score,OT,
Mon Feb 1 2016,8:00 pm,Memphis Grizzlies,110,New Orleans Pelicans,95,Box Score,,
Mon Feb 1 2016,8:00 pm,Washington Wizards,98,Oklahoma City Thunder,114,Box Score,,
Mon Feb 1 2016,10:00 pm,Milwaukee Bucks,104,Sacramento Kings,111,Box Score,,
Mon Feb 1 2016,8:30 pm,Orlando Magic,92,San Antonio Spurs,107,Box Score,,
Mon Feb 1 2016,9:00 pm,Chicago Bulls,96,Utah Jazz,105,Box Score,OT,
Tue Feb 2 2016,8:00 pm,Miami Heat,102,Houston Rockets,115,Box Score,,
Tue Feb 2 2016,10:30 pm,Minnesota Timberwolves,115,Los Angeles Lakers,119,Box Score,,
Tue Feb 2 2016,7:30 pm,Boston Celtics,97,New York Knicks,89,Box Score,,
Tue Feb 2 2016,9:00 pm,Toronto Raptors,104,Phoenix Suns,97,Box Score,,
Tue Feb 2 2016,10:00 pm,Milwaukee Bucks,95,Portland Trail Blazers,107,Box Score,,
Wed Feb 3 2016,7:30 pm,Detroit Pistons,95,Boston Celtics,102,Box Score,,
Wed Feb 3 2016,7:30 pm,Indiana Pacers,114,Brooklyn Nets,100,Box Score,,
Wed Feb 3 2016,7:00 pm,Cleveland Cavaliers,97,Charlotte Hornets,106,Box Score,,
Wed Feb 3 2016,8:30 pm,Miami Heat,93,Dallas Mavericks,90,Box Score,,
Wed Feb 3 2016,10:30 pm,Minnesota Timberwolves,108,Los Angeles Clippers,102,Box Score,,
Wed Feb 3 2016,8:00 pm,Orlando Magic,114,Oklahoma City Thunder,117,Box Score,,
Wed Feb 3 2016,7:00 pm,Atlanta Hawks,124,Philadelphia 76ers,86,Box Score,,
Wed Feb 3 2016,10:00 pm,Chicago Bulls,107,Sacramento Kings,102,Box Score,,
Wed Feb 3 2016,8:30 pm,New Orleans Pelicans,97,San Antonio Spurs,110,Box Score,,
Wed Feb 3 2016,9:00 pm,Denver Nuggets,81,Utah Jazz,85,Box Score,,
Wed Feb 3 2016,8:00 pm,Golden State Warriors,134,Washington Wizards,121,Box Score,,
Thu Feb 4 2016,7:00 pm,New York Knicks,105,Detroit Pistons,111,Box Score,,
Thu Feb 4 2016,9:30 pm,Los Angeles Lakers,99,New Orleans Pelicans,96,Box Score,,
Thu Feb 4 2016,9:00 pm,Houston Rockets,111,Phoenix Suns,105,Box Score,,
Thu Feb 4 2016,10:00 pm,Toronto Raptors,110,Portland Trail Blazers,103,Box Score,,
Fri Feb 5 2016,7:00 pm,Indiana Pacers,96,Atlanta Hawks,102,Box Score,,
Fri Feb 5 2016,7:30 pm,Sacramento Kings,119,Brooklyn Nets,128,Box Score,,
Fri Feb 5 2016,7:00 pm,Miami Heat,98,Charlotte Hornets,95,Box Score,,
Fri Feb 5 2016,7:30 pm,Boston Celtics,104,Cleveland Cavaliers,103,Box Score,,
Fri Feb 5 2016,9:30 pm,San Antonio Spurs,116,Dallas Mavericks,90,Box Score,,
Fri Feb 5 2016,9:00 pm,Chicago Bulls,110,Denver Nuggets,115,Box Score,,
Fri Feb 5 2016,7:30 pm,Memphis Grizzlies,91,New York Knicks,85,Box Score,,
Fri Feb 5 2016,7:00 pm,Los Angeles Clippers,107,Orlando Magic,93,Box Score,,
Fri Feb 5 2016,9:00 pm,Milwaukee Bucks,81,Utah Jazz,84,Box Score,,
Fri Feb 5 2016,7:00 pm,Philadelphia 76ers,94,Washington Wizards,106,Box Score,,
Sat Feb 6 2016,7:00 pm,Washington Wizards,104,Charlotte Hornets,108,Box Score,,
Sat Feb 6 2016,7:30 pm,New Orleans Pelicans,84,Cleveland Cavaliers,99,Box Score,,
Sat Feb 6 2016,9:00 pm,Oklahoma City Thunder,108,Golden State Warriors,116,Box Score,,
Sat Feb 6 2016,5:00 pm,Portland Trail Blazers,96,Houston Rockets,79,Box Score,,
Sat Feb 6 2016,7:00 pm,Detroit Pistons,104,Indiana Pacers,112,Box Score,,
Sat Feb 6 2016,8:00 pm,Dallas Mavericks,114,Memphis Grizzlies,110,Box Score,OT,
Sat Feb 6 2016,8:00 pm,Chicago Bulls,105,Minnesota Timberwolves,112,Box Score,,
Sat Feb 6 2016,7:30 pm,Brooklyn Nets,98,Philadelphia 76ers,103,Box Score,,
Sat Feb 6 2016,9:00 pm,Utah Jazz,98,Phoenix Suns,89,Box Score,,
Sat Feb 6 2016,8:30 pm,Los Angeles Lakers,102,San Antonio Spurs,106,Box Score,,
Sun Feb 7 2016,1:00 pm,Sacramento Kings,119,Boston Celtics,128,Box Score,,
Sun Feb 7 2016,2:00 pm,Los Angeles Clippers,100,Miami Heat,93,Box Score,,
Sun Feb 7 2016,1:00 pm,Denver Nuggets,101,New York Knicks,96,Box Score,,
Sun Feb 7 2016,1:00 pm,Atlanta Hawks,94,Orlando Magic,96,Box Score,,
Mon Feb 8 2016,8:00 pm,Orlando Magic,117,Atlanta Hawks,110,Box Score,OT,
Mon Feb 8 2016,7:30 pm,Denver Nuggets,104,Brooklyn Nets,105,Box Score,,
Mon Feb 8 2016,7:00 pm,Chicago Bulls,91,Charlotte Hornets,108,Box Score,,
Mon Feb 8 2016,7:00 pm,Sacramento Kings,100,Cleveland Cavaliers,120,Box Score,,
Mon Feb 8 2016,7:30 pm,Toronto Raptors,103,Detroit Pistons,89,Box Score,,
Mon Feb 8 2016,7:00 pm,Los Angeles Lakers,87,Indiana Pacers,89,Box Score,,
Mon Feb 8 2016,8:00 pm,Portland Trail Blazers,112,Memphis Grizzlies,106,Box Score,OT,
Mon Feb 8 2016,8:00 pm,New Orleans Pelicans,116,Minnesota Timberwolves,102,Box Score,,
Mon Feb 8 2016,7:00 pm,Los Angeles Clippers,98,Philadelphia 76ers,92,Box Score,OT,
Mon Feb 8 2016,9:00 pm,Oklahoma City Thunder,122,Phoenix Suns,106,Box Score,,
Tue Feb 9 2016,8:30 pm,Utah Jazz,121,Dallas Mavericks,119,Box Score,OT,
Tue Feb 9 2016,10:30 pm,Houston Rockets,110,Golden State Warriors,123,Box Score,,
Tue Feb 9 2016,8:00 pm,San Antonio Spurs,119,Miami Heat,101,Box Score,,
Tue Feb 9 2016,8:00 pm,Boston Celtics,111,Milwaukee Bucks,112,Box Score,,
Tue Feb 9 2016,8:00 pm,Washington Wizards,111,New York Knicks,108,Box Score,,
Wed Feb 10 2016,7:30 pm,Los Angeles Clippers,134,Boston Celtics,139,Box Score,OT,
Wed Feb 10 2016,7:30 pm,Memphis Grizzlies,109,Brooklyn Nets,90,Box Score,,
Wed Feb 10 2016,8:00 pm,Atlanta Hawks,113,Chicago Bulls,90,Box Score,,
Wed Feb 10 2016,8:00 pm,Los Angeles Lakers,111,Cleveland Cavaliers,120,Box Score,,
Wed Feb 10 2016,7:30 pm,Denver Nuggets,103,Detroit Pistons,92,Box Score,,
Wed Feb 10 2016,7:00 pm,Charlotte Hornets,117,Indiana Pacers,95,Box Score,,
Wed Feb 10 2016,8:00 pm,Toronto Raptors,112,Minnesota Timberwolves,117,Box Score,,
Wed Feb 10 2016,8:00 pm,Utah Jazz,96,New Orleans Pelicans,100,Box Score,,
Wed Feb 10 2016,7:00 pm,San Antonio Spurs,98,Orlando Magic,96,Box Score,,
Wed Feb 10 2016,7:00 pm,Sacramento Kings,114,Philadelphia 76ers,110,Box Score,,
Wed Feb 10 2016,9:00 pm,Golden State Warriors,112,Phoenix Suns,104,Box Score,,
Wed Feb 10 2016,10:30 pm,Houston Rockets,103,Portland Trail Blazers,116,Box Score,,
Thu Feb 11 2016,8:00 pm,Washington Wizards,92,Milwaukee Bucks,99,Box Score,,
Thu Feb 11 2016,8:00 pm,New Orleans Pelicans,95,Oklahoma City Thunder,121,Box Score,,
Thu Feb 18 2016,8:00 pm,Chicago Bulls,95,Cleveland Cavaliers,106,Box Score,,
Thu Feb 18 2016,10:30 pm,San Antonio Spurs,86,Los Angeles Clippers,105,Box Score,,
Thu Feb 18 2016,7:00 pm,Utah Jazz,89,Washington Wizards,103,Box Score,,
Fri Feb 19 2016,8:00 pm,Miami Heat,115,Atlanta Hawks,111,Box Score,,
Fri Feb 19 2016,7:30 pm,New York Knicks,98,Brooklyn Nets,109,Box Score,,
Fri Feb 19 2016,8:00 pm,Toronto Raptors,106,Chicago Bulls,116,Box Score,,
Fri Feb 19 2016,10:30 pm,San Antonio Spurs,119,Los Angeles Lakers,113,Box Score,,
Fri Feb 19 2016,8:00 pm,Minnesota Timberwolves,104,Memphis Grizzlies,109,Box Score,,
Fri Feb 19 2016,8:00 pm,Charlotte Hornets,98,Milwaukee Bucks,95,Box Score,,
Fri Feb 19 2016,8:00 pm,Philadelphia 76ers,114,New Orleans Pelicans,121,Box Score,,
Fri Feb 19 2016,8:00 pm,Indiana Pacers,101,Oklahoma City Thunder,98,Box Score,,
Fri Feb 19 2016,7:00 pm,Dallas Mavericks,104,Orlando Magic,110,Box Score,OT,
Fri Feb 19 2016,9:30 pm,Houston Rockets,116,Phoenix Suns,100,Box Score,,
Fri Feb 19 2016,10:00 pm,Golden State Warriors,105,Portland Trail Blazers,137,Box Score,,
Fri Feb 19 2016,10:00 pm,Denver Nuggets,110,Sacramento Kings,116,Box Score,,
Fri Feb 19 2016,10:30 pm,Boston Celtics,93,Utah Jazz,111,Box Score,,
Fri Feb 19 2016,7:00 pm,Detroit Pistons,86,Washington Wizards,98,Box Score,,
Sat Feb 20 2016,7:30 pm,Milwaukee Bucks,117,Atlanta Hawks,109,Box Score,2OT,
Sat Feb 20 2016,8:30 pm,Golden State Warriors,115,Los Angeles Clippers,112,Box Score,,
Sat Feb 20 2016,7:30 pm,Washington Wizards,94,Miami Heat,114,Box Score,,
Sat Feb 20 2016,8:00 pm,New York Knicks,103,Minnesota Timberwolves,95,Box Score,,
Sun Feb 21 2016,6:00 pm,Charlotte Hornets,104,Brooklyn Nets,96,Box Score,,
Sun Feb 21 2016,8:00 pm,Los Angeles Lakers,115,Chicago Bulls,126,Box Score,,
Sun Feb 21 2016,7:00 pm,Philadelphia 76ers,103,Dallas Mavericks,129,Box Score,,
Sun Feb 21 2016,5:00 pm,Boston Celtics,121,Denver Nuggets,101,Box Score,,
Sun Feb 21 2016,3:30 pm,New Orleans Pelicans,111,Detroit Pistons,106,Box Score,,
Sun Feb 21 2016,3:30 pm,Cleveland Cavaliers,115,Oklahoma City Thunder,92,Box Score,,
Sun Feb 21 2016,6:00 pm,Indiana Pacers,105,Orlando Magic,102,Box Score,,
Sun Feb 21 2016,5:00 pm,San Antonio Spurs,118,Phoenix Suns,111,Box Score,,
Sun Feb 21 2016,9:00 pm,Utah Jazz,111,Portland Trail Blazers,115,Box Score,,
Sun Feb 21 2016,6:00 pm,Memphis Grizzlies,85,Toronto Raptors,98,Box Score,,
Mon Feb 22 2016,8:00 pm,Golden State Warriors,102,Atlanta Hawks,92,Box Score,,
Mon Feb 22 2016,7:00 pm,Detroit Pistons,96,Cleveland Cavaliers,88,Box Score,,
Mon Feb 22 2016,10:30 pm,Phoenix Suns,84,Los Angeles Clippers,124,Box Score,,
Mon Feb 22 2016,7:30 pm,Indiana Pacers,93,Miami Heat,101,Box Score,OT,
Mon Feb 22 2016,8:00 pm,Los Angeles Lakers,101,Milwaukee Bucks,108,Box Score,,
Mon Feb 22 2016,8:00 pm,Boston Celtics,122,Minnesota Timberwolves,124,Box Score,,
Mon Feb 22 2016,7:30 pm,Toronto Raptors,122,New York Knicks,95,Box Score,,
Tue Feb 23 2016,9:00 pm,Sacramento Kings,114,Denver Nuggets,110,Box Score,,
Tue Feb 23 2016,7:00 pm,Orlando Magic,124,Philadelphia 76ers,115,Box Score,,
Tue Feb 23 2016,10:00 pm,Brooklyn Nets,104,Portland Trail Blazers,112,Box Score,,
